hgnc_symbol	ensembl_canonical_transcript	genome_nexus_canonical_transcript	uniprot_canonical_transcript	mskcc_canonical_trancript
FCF1	ENST00000341162	ENST00000341162	ENST00000341162	ENST00000341162
FKRP	ENST00000318584	ENST00000318584	ENST00000318584	ENST00000318584
CAT	ENST00000241052	ENST00000241052	ENST00000241052	ENST00000241052
SPG20OS	ENST00000379848	ENST00000379848	ENST00000379848	ENST00000379848
RNU7-74P	ENSG00000239010	ENSG00000239010	ENSG00000239010	ENSG00000239010
RNA5SP462	ENSG00000252539	ENSG00000252539	ENSG00000252539	ENSG00000252539
VWFP1	ENSG00000241717	ENSG00000241717	ENSG00000241717	ENSG00000241717
GPR32P1	ENSG00000269565	ENSG00000269565	ENSG00000269565	ENSG00000269565
PRICKLE2-AS2	ENSG00000241101	ENSG00000241101	ENSG00000241101	ENSG00000241101
RPSAP42	ENSG00000219463	ENSG00000219463	ENSG00000219463	ENSG00000219463
LINC01256				
UQCRC2	ENST00000268379	ENST00000268379	ENST00000268379	ENST00000268379
LINC01681				
SCAF1	ENST00000360565	ENST00000360565	ENST00000360565	ENST00000360565
SETD8	ENST00000402868	ENST00000402868	ENST00000402868	ENST00000402868
PTPRC	ENST00000442510	ENST00000573679	ENST00000573679	ENST00000573679
FAM135A	ENST00000418814	ENST00000418814	ENST00000370479	ENST00000370479
RNU4-70P	ENSG00000207309	ENSG00000207309	ENSG00000207309	ENSG00000207309
RPL7P55	ENSG00000228301	ENSG00000228301	ENSG00000228301	ENSG00000228301
PTPN6	ENST00000594686	ENST00000594686	ENST00000318974	ENST00000318974
ARMC12	ENST00000288065	ENST00000288065	ENST00000373866	ENST00000373866
TMEM189-UBE2V1	ENSG00000124208	ENSG00000124208	ENSG00000124208	ENSG00000124208
ACTBP4				
SRCRB4D	ENST00000275560	ENST00000275560	ENST00000275560	ENST00000275560
HSPD1P2	ENSG00000254543	ENSG00000254543	ENSG00000254543	ENSG00000254543
TOR4A	ENSG00000198113	ENSG00000198113	ENST00000357503	ENST00000357503
OR9N1P	ENST00000494289	ENST00000494289	ENST00000494289	ENST00000494289
CRYGGP	ENSG00000223710	ENSG00000223710	ENSG00000223710	ENSG00000223710
RNU6-72P	ENSG00000207012	ENSG00000207012	ENSG00000207012	ENSG00000207012
FBLN2	ENST00000404922	ENST00000404922	ENST00000295760	ENST00000295760
AK6			ENST00000380822	ENST00000380822
GEN1	ENST00000381254	ENST00000381254	ENST00000317402	ENST00000317402
TMEM167A	ENST00000502346	ENST00000502346	ENST00000502346	ENST00000502346
LINC01193				
RN7SKP33	ENSG00000222874	ENSG00000222874	ENSG00000222874	ENSG00000222874
HSPE1-MOB4	ENSG00000270757	ENSG00000270757	ENSG00000270757	ENSG00000270757
MISP	ENSG00000099812	ENSG00000099812	ENST00000215582	ENST00000215582
SNORA63E				
FAM27C	ENSG00000154537	ENSG00000154537	ENSG00000154537	ENSG00000154537
CTSH	ENST00000220166	ENST00000220166	ENST00000220166	ENST00000220166
CNOT11	ENST00000289382	ENST00000289382	ENST00000289382	ENST00000289382
HNRNPA1P50	ENSG00000257195	ENSG00000257195	ENSG00000257195	ENSG00000257195
ISCA1P5				
NDST1	ENST00000261797	ENST00000261797	ENST00000261797	ENST00000261797
NAPG	ENST00000322897	ENST00000322897	ENST00000322897	ENST00000322897
PLCXD2-AS1	ENSG00000240766	ENSG00000240766	ENSG00000240766	ENSG00000240766
HRSP12	ENST00000254878	ENST00000254878	ENST00000254878	ENST00000254878
MIR4453	ENST00000604157	ENST00000604157	ENST00000604157	ENST00000604157
IGHV1-3	ENST00000604008	ENST00000604008	ENST00000604008	ENST00000604008
ZFP3	ENSG00000180787	ENSG00000180787	ENST00000318833	ENST00000318833
LINC01523				
MIR543	ENSG00000212040	ENSG00000212040	ENSG00000212040	ENSG00000212040
LINC00481				
FAM19A5	ENST00000402357	ENST00000402357	ENST00000402357	ENST00000402357
CDC42P1	ENSG00000234933	ENSG00000234933	ENSG00000234933	ENSG00000234933
GJB6	ENST00000356192	ENST00000356192	ENST00000241124	ENST00000241124
C1orf227	ENSG00000185523	ENSG00000185523	ENSG00000185523	ENSG00000185523
RNU6-1321P	ENSG00000212207	ENSG00000212207	ENSG00000212207	ENSG00000212207
SPSB4	ENST00000310546	ENST00000310546	ENST00000310546	ENST00000310546
SLC39A13	ENST00000362021	ENST00000362021	ENST00000362021	ENST00000362021
RN7SKP286	ENSG00000222826	ENSG00000222826	ENSG00000222826	ENSG00000222826
RN7SL570P	ENSG00000241174	ENSG00000241174	ENSG00000241174	ENSG00000241174
ALMS1	ENST00000264448	ENST00000264448	ENST00000264448	ENST00000264448
B3GAT3	ENST00000265471	ENST00000265471	ENST00000265471	ENST00000265471
ANKRD13B	ENST00000394859	ENST00000394859	ENST00000394859	ENST00000394859
MRX31				
ICOS	ENST00000316386	ENST00000316386	ENST00000316386	ENST00000316386
RPL7P51	ENSG00000243469	ENSG00000243469	ENSG00000243469	ENSG00000243469
SNAR-A6				
PKD1P2				
ATP2B4	ENST00000357681	ENST00000357681	ENST00000357681	ENST00000357681
MIR491	ENSG00000207609	ENSG00000207609	ENSG00000207609	ENSG00000207609
TWF1P2				
MAGEB10	ENSG00000177689	ENSG00000177689	ENST00000356790	ENST00000356790
RNU7-76P	ENSG00000239004	ENSG00000239004	ENSG00000239004	ENSG00000239004
SNORA2C				
SNORD13	ENSG00000239039	ENSG00000239039	ENSG00000239039	ENSG00000239039
LINC00173	ENST00000480237	ENST00000480237	ENST00000480237	ENST00000480237
PKDCC	ENST00000294964	ENST00000294964	ENST00000294964	ENST00000294964
SATB1	ENST00000417717	ENST00000417717	ENST00000338745	ENST00000338745
SMPD3	ENST00000219334	ENST00000219334	ENST00000219334	ENST00000219334
LINC01761				
SLC6A1	ENST00000287766	ENST00000287766	ENST00000287766	ENST00000287766
SNORD115-43	ENSG00000202373	ENSG00000202373	ENSG00000202373	ENSG00000202373
PRKAB1	ENST00000229328	ENST00000229328	ENST00000229328	ENST00000229328
ANAPC7	ENST00000455511	ENST00000455511	ENST00000455511	ENST00000455511
LINC02391				
CYCSP2	ENSG00000259547	ENSG00000259547	ENSG00000259547	ENSG00000259547
DNALI1	ENST00000296218	ENST00000296218	ENST00000296218	ENST00000296218
TJP1	ENST00000346128	ENST00000346128	ENST00000346128	ENST00000346128
OR2H4P	ENST00000444940	ENST00000444940	ENST00000444940	ENST00000444940
ELOVL2	ENSG00000197977	ENSG00000197977	ENST00000354666	ENST00000354666
RN7SL300P	ENSG00000265813	ENSG00000265813	ENSG00000265813	ENSG00000265813
DDX39B-AS1	ENST00000413390	ENST00000413390	ENST00000413390	ENST00000413390
MAP3K13	ENST00000265026	ENST00000265026	ENST00000265026	ENST00000265026
FAM106CP	ENSG00000266486	ENSG00000266486	ENSG00000266486	ENSG00000266486
FAM163A	ENSG00000143340	ENSG00000143340	ENST00000341785	ENST00000341785
ERCC6L2	ENST00000288985	ENST00000288985	ENST00000288985	ENST00000288985
APLF	ENST00000303795	ENST00000303795	ENST00000303795	ENST00000303795
FRA3A				
RPS13P3				
RN7SL550P	ENSG00000266152	ENSG00000266152	ENSG00000266152	ENSG00000266152
LIMD1	ENST00000273317	ENST00000273317	ENST00000273317	ENST00000273317
NANOGP7	ENSG00000258774	ENSG00000258774	ENSG00000258774	ENSG00000258774
LINC00106	ENST00000430235	ENST00000430235	ENST00000430235	ENST00000430235
TNIP2	ENST00000315423	ENST00000315423	ENST00000315423	ENST00000315423
FAM220CP	ENSG00000213612	ENSG00000213612	ENSG00000213612	ENSG00000213612
RPL12P18	ENSG00000213400	ENSG00000213400	ENSG00000213400	ENSG00000213400
FOXM1	ENST00000342628	ENST00000342628	ENST00000359843	ENST00000359843
RPL37	ENST00000274242	ENST00000274242	ENST00000274242	ENST00000274242
ANKRD42	ENST00000393392	ENST00000393392	ENST00000393392	ENST00000393392
TUBB4BP7	ENSG00000217372	ENSG00000217372	ENSG00000217372	ENSG00000217372
PANK4	ENST00000378466	ENST00000378466	ENST00000378466	ENST00000378466
PSG8-AS1				
TXLNB	ENST00000358430	ENST00000358430	ENST00000358430	ENST00000358430
RPSAP31				
HEXB	ENST00000261416	ENST00000261416	ENST00000261416	ENST00000261416
ANKDD1B	ENST00000601380	ENST00000601380	ENST00000601380	ENST00000601380
LMNB1	ENST00000261366	ENST00000261366	ENST00000261366	ENST00000261366
MT1P1	ENSG00000213761	ENSG00000213761	ENSG00000213761	ENSG00000213761
RPS29P11				
RBCK1	ENST00000356286	ENST00000356286	ENST00000356286	ENST00000356286
COL1A2-AS1				
GPDS1				
GIP	ENSG00000159224	ENSG00000159224	ENST00000357424	ENST00000357424
SNORD134				
NCAPG	ENST00000251496	ENST00000251496	ENST00000251496	ENST00000251496
SEC14L3	ENST00000215812	ENST00000215812	ENST00000215812	ENST00000215812
TRAV8-1	ENSG00000211782	ENSG00000211782	ENSG00000211782	ENSG00000211782
ADRB3	ENST00000345060	ENST00000345060	ENST00000345060	ENST00000345060
SLC25A52	ENST00000269205	ENST00000269205	ENST00000579441	ENST00000579441
CEACAMP1	ENSG00000233681	ENSG00000233681	ENSG00000233681	ENSG00000233681
TAS2R10	ENST00000571357	ENST00000571357	ENST00000240619	ENST00000240619
RNU6-571P	ENSG00000206855	ENSG00000206855	ENSG00000206855	ENSG00000206855
HIST1H2APS6	ENSG00000223383	ENSG00000223383	ENSG00000223383	ENSG00000223383
NFKB2	ENST00000369966	ENST00000369966	ENST00000369966	ENST00000369966
TEX10	ENST00000374902	ENST00000374902	ENST00000374902	ENST00000374902
RAD17P1	ENSG00000232400	ENSG00000232400	ENSG00000232400	ENSG00000232400
RN7SL451P	ENSG00000265141	ENSG00000265141	ENSG00000265141	ENSG00000265141
TRNAI27				
CFL1P2	ENSG00000213478	ENSG00000213478	ENSG00000213478	ENSG00000213478
HCHOLA4				
CAPN11	ENST00000398776	ENST00000398776	ENST00000398776	ENST00000398776
NMTRQ-TTG14-1				
SLC35E2B	ENST00000378662	ENST00000378662	ENST00000611123	ENST00000611123
LETMD1	ENST00000418425	ENST00000418425	ENST00000262055	ENST00000262055
CHD1	ENST00000284049	ENST00000284049	ENST00000284049	ENST00000284049
PRDM10	ENST00000358825	ENST00000358825	ENST00000358825	ENST00000358825
CHMP2A	ENST00000600118	ENST00000600118	ENST00000312547	ENST00000312547
FKBP1A	ENST00000400137	ENST00000400137	ENST00000381719	ENST00000381719
SDR39U1	ENST00000399395	ENST00000399395	ENST00000399390	ENST00000399390
GGT6	ENST00000574154	ENST00000574154	ENST00000574154	ENST00000574154
MIR933	ENSG00000215973	ENSG00000215973	ENSG00000215973	ENSG00000215973
RBM11	ENST00000400577	ENST00000400577	ENST00000400577	ENST00000400577
RPS20P26				
RNA5SP157	ENSG00000251816	ENSG00000251816	ENSG00000251816	ENSG00000251816
ARHGAP45			ENST00000313093	ENST00000313093
LINC02239				
RPS29P17				
RNU6-1008P	ENSG00000206887	ENSG00000206887	ENSG00000206887	ENSG00000206887
GAPDHP39	ENSG00000239207	ENSG00000239207	ENSG00000239207	ENSG00000239207
UBE2Q1	ENST00000292211	ENST00000292211	ENST00000292211	ENST00000292211
PPP1R27	ENST00000330261	ENST00000330261	ENST00000330261	ENST00000330261
RNU6-428P	ENSG00000199812	ENSG00000199812	ENSG00000199812	ENSG00000199812
LRRC61	ENST00000359623	ENST00000359623	ENST00000323078	ENST00000323078
MIR7156				
OTOP3	ENST00000328801	ENST00000328801	ENST00000328801	ENST00000328801
RPL13	ENST00000393099	ENST00000393099	ENST00000311528	ENST00000311528
RNU5F-7P	ENSG00000200566	ENSG00000200566	ENSG00000200566	ENSG00000200566
SORCS1	ENST00000344440	ENST00000344440	ENST00000263054	ENST00000263054
LNX1	ENST00000263925	ENST00000263925	ENST00000263925	ENST00000263925
RGS8	ENST00000258302	ENST00000258302	ENST00000367556	ENST00000367556
CFL1P8	ENSG00000234239	ENSG00000234239	ENSG00000234239	ENSG00000234239
MTND4P38				
RNU11-6P	ENSG00000212429	ENSG00000212429	ENSG00000212429	ENSG00000212429
TM9SF3	ENST00000371142	ENST00000371142	ENST00000371142	ENST00000371142
CATIP-AS2				
OFC3				
RNA5SP200	ENSG00000252169	ENSG00000252169	ENSG00000252169	ENSG00000252169
EFNA3	ENST00000368408	ENST00000368408	ENST00000368408	ENST00000368408
OR11I1P	ENSG00000232791	ENSG00000232791	ENSG00000232791	ENSG00000232791
RNU6-1167P	ENSG00000200097	ENSG00000200097	ENSG00000200097	ENSG00000200097
PFN1P3	ENST00000582904	ENST00000582904	ENST00000582904	ENST00000582904
ZNF436	ENST00000314011	ENST00000314011	ENST00000314011	ENST00000314011
MIR3116-1	ENSG00000263908	ENSG00000263908	ENSG00000263908	ENSG00000263908
BRCC3	ENST00000597317	ENST00000597317	ENST00000369462	ENST00000369462
RN7SKP39	ENSG00000222705	ENSG00000222705	ENSG00000222705	ENSG00000222705
MRPL36P1				
SIM2	ENST00000290399	ENST00000290399	ENST00000290399	ENST00000290399
RSU1	ENST00000377921	ENST00000377921	ENST00000345264	ENST00000345264
DGKE	ENST00000284061	ENST00000284061	ENST00000284061	ENST00000284061
IGHVII-26-2	ENST00000605581	ENST00000605581	ENST00000605581	ENST00000605581
DAZAP2P1	ENST00000475212	ENST00000475212	ENST00000475212	ENST00000475212
MIR1978				
SCAX3				
ACAP2-IT1	ENSG00000229325	ENSG00000229325	ENSG00000229325	ENSG00000229325
NOP56	ENST00000329276	ENST00000329276	ENST00000329276	ENST00000329276
GPR52	ENSG00000203737	ENSG00000203737	ENST00000367685	ENST00000367685
SPATA31B1P				
DPRXP2	ENSG00000271304	ENSG00000271304	ENSG00000271304	ENSG00000271304
SNORD16	ENSG00000199673	ENSG00000199673	ENSG00000199673	ENSG00000199673
IGKJ2	ENSG00000211596	ENSG00000211596	ENSG00000211596	ENSG00000211596
CDY22P	ENSG00000229343	ENSG00000229343	ENSG00000229343	ENSG00000229343
RAP2B	ENSG00000181467	ENSG00000181467	ENST00000323534	ENST00000323534
PRSS27	ENST00000302641	ENST00000302641	ENST00000302641	ENST00000302641
PTRF	ENSG00000177469	ENSG00000177469	ENST00000357037	ENST00000357037
MIR3616	ENSG00000264901	ENSG00000264901	ENSG00000264901	ENSG00000264901
SPPL2C	ENSG00000185294	ENSG00000185294	ENST00000329196	ENST00000329196
LNCPRESS1				
MAP3K19	ENST00000375845	ENST00000375845	ENST00000375845	ENST00000375845
NF1P5	ENST00000588287	ENST00000588287	ENST00000588287	ENST00000588287
RN7SL127P	ENSG00000242175	ENSG00000242175	ENSG00000242175	ENSG00000242175
LINC01134	ENST00000599318	ENST00000599318	ENST00000599318	ENST00000599318
SSX7	ENST00000598733	ENST00000598733	ENST00000298181	ENST00000298181
PRDX5	ENST00000265462	ENST00000265462	ENST00000265462	ENST00000265462
TRIM51	ENST00000449290	ENST00000449290	ENST00000449290	ENST00000449290
CYTL1	ENST00000307746	ENST00000307746	ENST00000307746	ENST00000307746
OR2W2P	ENSG00000217315	ENSG00000217315	ENSG00000217315	ENSG00000217315
C15orf37	ENSG00000259642	ENSG00000259642	ENSG00000259642	ENSG00000259642
BNIP3	ENST00000368636	ENST00000368636	ENST00000368636	ENST00000368636
APOE	ENST00000252486	ENST00000252486	ENST00000252486	ENST00000252486
STXBP2	ENST00000221283	ENST00000221283	ENST00000221283	ENST00000221283
NPSR1-AS1	ENST00000419766	ENST00000419766	ENST00000419766	ENST00000419766
PARK7	ENST00000493678	ENST00000493678	ENST00000338639	ENST00000338639
KCNB1	ENSG00000158445	ENSG00000158445	ENST00000371741	ENST00000371741
IGKV2OR2-4				
VSTM2A	ENST00000407838	ENST00000407838	ENST00000407838	ENST00000407838
HMGB1P14	ENST00000557424	ENST00000557424	ENST00000557424	ENST00000557424
TAX1BP1	ENST00000396319	ENST00000396319	ENST00000396319	ENST00000396319
CACNA1S	ENST00000362061	ENST00000362061	ENST00000362061	ENST00000362061
TCEB3C	ENSG00000183791	ENSG00000183791	ENST00000330682	ENST00000330682
NLGN4X	ENST00000381095	ENST00000381095	ENST00000275857	ENST00000275857
TRF-GAA8-1				
POLE3	ENST00000374171	ENST00000374171	ENST00000374169	ENST00000374169
HDHD1P3	ENSG00000214245	ENSG00000214245	ENSG00000214245	ENSG00000214245
RNU6-952P	ENSG00000212466	ENSG00000212466	ENSG00000212466	ENSG00000212466
ZNF415P1				
RPL7P17	ENSG00000214062	ENSG00000214062	ENSG00000214062	ENSG00000214062
GLRA1	ENST00000455880	ENST00000455880	ENST00000455880	ENST00000455880
ALKBH3	ENST00000302708	ENST00000302708	ENST00000302708	ENST00000302708
MTTFL				
ZNF584	ENST00000306910	ENST00000306910	ENST00000306910	ENST00000306910
MIR4528				
EFCAB4B	ENST00000440314	ENST00000440314	ENST00000440314	ENST00000440314
TMEM138	ENST00000278826	ENST00000278826	ENST00000278826	ENST00000278826
SCNN1G	ENSG00000166828	ENSG00000166828	ENST00000300061	ENST00000300061
DFNB45				
SNX1	ENST00000261889	ENST00000261889	ENST00000559844	ENST00000559844
RN7SL126P	ENSG00000266536	ENSG00000266536	ENSG00000266536	ENSG00000266536
LCE5A	ENSG00000186207	ENSG00000186207	ENST00000334269	ENST00000334269
HS3ST6	ENST00000443547	ENST00000443547	ENST00000293937	ENST00000293937
LINC00536	ENSG00000249917	ENSG00000249917	ENSG00000249917	ENSG00000249917
POLR2J	ENST00000292614	ENST00000292614	ENST00000292614	ENST00000292614
TMEM184A	ENST00000297477	ENST00000297477	ENST00000297477	ENST00000297477
SNORD94	ENSG00000208772	ENSG00000208772	ENSG00000208772	ENSG00000208772
RN7SL748P	ENSG00000239964	ENSG00000239964	ENSG00000239964	ENSG00000239964
SMIM3	ENSG00000256235	ENSG00000256235	ENST00000526627	ENST00000526627
LINC01143	ENST00000606354	ENST00000606354	ENST00000606354	ENST00000606354
RN7SKP36	ENSG00000200867	ENSG00000200867	ENSG00000200867	ENSG00000200867
CHIC2	ENST00000263921	ENST00000263921	ENST00000263921	ENST00000263921
MIR4472-1	ENSG00000265247	ENSG00000265247	ENSG00000265247	ENSG00000265247
P4HA2-AS1	ENSG00000237714	ENSG00000237714	ENSG00000237714	ENSG00000237714
RPS16P2				
PI4K2A	ENST00000370631	ENST00000370631	ENST00000370631	ENST00000370631
VTRNA3-1P	ENST00000597380	ENST00000597380	ENST00000597380	ENST00000597380
NFE2L3P2				
IGHV3-20	ENST00000605303	ENST00000605303	ENST00000605303	ENST00000605303
SNORD13H				
GSTP1	ENST00000398606	ENST00000398606	ENST00000398606	ENST00000398606
SLC5A5	ENST00000222248	ENST00000222248	ENST00000222248	ENST00000222248
POLR2LP	ENST00000444785	ENST00000444785	ENST00000444785	ENST00000444785
RNU6-357P	ENSG00000251723	ENSG00000251723	ENSG00000251723	ENSG00000251723
MIR548W	ENSG00000265005	ENSG00000265005	ENSG00000265005	ENSG00000265005
OR4C11	ENSG00000172188	ENSG00000172188	ENST00000302231	ENST00000302231
MIR4713	ENSG00000266593	ENSG00000266593	ENSG00000266593	ENSG00000266593
RNY1P11				
LINC02373				
C18orf61				
CACNB4	ENST00000539935	ENST00000539935	ENST00000539935	ENST00000539935
NUDT12	ENST00000230792	ENST00000230792	ENST00000230792	ENST00000230792
FKBP1AP2	ENSG00000259691	ENSG00000259691	ENSG00000259691	ENSG00000259691
ASCL3	ENST00000325884	ENST00000325884	ENST00000531618	ENST00000531618
NNMT	ENST00000535401	ENST00000535401	ENST00000299964	ENST00000299964
FAM46C	ENSG00000183508	ENSG00000183508	ENST00000369448	ENST00000369448
RPL7P30	ENSG00000227982	ENSG00000227982	ENSG00000227982	ENSG00000227982
CKLF	ENST00000264001	ENST00000264001	ENST00000264001	ENST00000264001
PLA2G4A	ENST00000367466	ENST00000367466	ENST00000367466	ENST00000367466
MIR646HG				
LSMEM1	ENST00000312849	ENST00000312849	ENST00000312849	ENST00000312849
STMN1	ENST00000426559	ENST00000426559	ENST00000357865	ENST00000357865
RN7SL56P	ENSG00000243869	ENSG00000243869	ENSG00000243869	ENSG00000243869
YAF2	ENST00000442791	ENST00000442791	ENST00000534854	ENST00000534854
RNF115	ENST00000369291	ENST00000369291	ENST00000582693	ENST00000582693
RNU6-593P	ENSG00000201586	ENSG00000201586	ENSG00000201586	ENSG00000201586
TNFRSF1A	ENST00000162749	ENST00000162749	ENST00000162749	ENST00000162749
MYP14				
TRE-CTC6-1				
SMEK1	ENST00000554684	ENST00000554684	ENST00000554684	ENST00000554684
KCNIP2	ENST00000461105	ENST00000461105	ENST00000356640	ENST00000356640
GCK	ENST00000345378	ENST00000345378	ENST00000403799	ENST00000403799
RPS12P22				
C1QC	ENST00000374639	ENST00000374639	ENST00000374637	ENST00000374637
LILRP1	ENST00000605622	ENST00000605622	ENST00000605622	ENST00000605622
RPL17	ENST00000418495	ENST00000418495	ENST00000418495	ENST00000418495
MARCH1	ENST00000503008	ENST00000503008	ENST00000274056	ENST00000274056
XYLB	ENST00000207870	ENST00000207870	ENST00000207870	ENST00000207870
FRA2B				
CNTN4	ENST00000397461	ENST00000397461	ENST00000397461	ENST00000397461
SELENON			ENST00000361547	ENST00000361547
DNAJB3	ENST00000449667	ENST00000449667	ENST00000449667	ENST00000449667
HSD17B2	ENST00000199936	ENST00000199936	ENST00000199936	ENST00000199936
LINC02050				
CEP295NL			ENST00000322630	ENST00000322630
CD163	ENST00000359156	ENST00000359156	ENST00000359156	ENST00000359156
MIR4792	ENSG00000265028	ENSG00000265028	ENSG00000265028	ENSG00000265028
PIGPP2	ENSG00000234204	ENSG00000234204	ENSG00000234204	ENSG00000234204
MRPL27	ENST00000225969	ENST00000225969	ENST00000225969	ENST00000225969
TRIM24	ENST00000343526	ENST00000343526	ENST00000343526	ENST00000343526
CCDC89	ENSG00000179071	ENSG00000179071	ENST00000316398	ENST00000316398
RNU6-194P	ENSG00000200732	ENSG00000200732	ENSG00000200732	ENSG00000200732
LINC02159				
SFR1P2				
ELTD1	ENST00000370742	ENST00000370742	ENST00000370742	ENST00000370742
MIR302E	ENSG00000221703	ENSG00000221703	ENSG00000221703	ENSG00000221703
VN1R27P				
TSPY15P	ENSG00000236786	ENSG00000236786	ENSG00000236786	ENSG00000236786
RN7SKP6	ENSG00000201665	ENSG00000201665	ENSG00000201665	ENSG00000201665
UBBP1	ENSG00000230037	ENSG00000230037	ENSG00000230037	ENSG00000230037
RPL23AP44				
MIR124-1				
ERVH-4				
LINC00852	ENST00000475197	ENST00000475197	ENST00000475197	ENST00000475197
PAGR1	ENST00000320330	ENST00000320330	ENST00000320330	ENST00000320330
LINC00515	ENSG00000260583	ENSG00000260583	ENSG00000260583	ENSG00000260583
KRT35	ENST00000393989	ENST00000393989	ENST00000393989	ENST00000393989
MIR3120				
RPS27P9				
LINC02006				
RNU6-504P	ENST00000595308	ENST00000595308	ENST00000595308	ENST00000595308
RNU6-1249P	ENSG00000200107	ENSG00000200107	ENSG00000200107	ENSG00000200107
